target,panel,energy,genes_z3,cells
SLC9A8,False,17.4936,449,1495
SLC9A9,False,15.0345,639,2064
SLC9B1,False,16.1354,301,891
SLC9B2,False,28.0191,724,915
SLCO3A1,False,14.6051,519,2069
SLCO4A1,False,39.4948,416,278
SLCO4C1,False,13.1328,258,1507
SLF1,False,25.0874,436,781
SLFN11,False,20.7,827,2070
SLFN12,False,17.043,328,1153
SLFN12L,False,26.7851,1174,3796
SLFN13,False,23.3643,657,2387
SLFN14,False,13.5385,579,2471
SLFN5,False,14.5827,383,1486
SLFNL1,False,17.8144,358,1323
SLIRP,True,21.1881,486,1176
SLIT3,False,21.6374,599,1598
SLK,False,34.16,585,510
SLMAP,False,17.4809,519,1596
SLPI,False,33.2662,173,274
SLTM,False,78.5883,1321,1404
SLU7,False,78.8494,110,55
SLX1A,False,26.6256,245,596
SLX1B,False,15.7337,476,1508
SLX4,False,42.3226,235,214
SLX4IP,False,17.6747,365,1476
SLX9,False,20.2156,404,1290
SMAD1,False,18.7092,767,2703
SMAD2,False,13.0564,407,2201
SMAD3,False,379.203,5724,5073
SMAD4,False,27.1672,780,1573
SMAD5,False,14.8956,538,1727
SMAD7,False,27.9091,1034,3932
SMAD9,False,53.7242,1822,3634
SMAGP,False,28.6555,1099,2575
SMAP1,False,16.4884,650,2739
SMAP2,False,20.1387,1143,2624
SMARCA1,False,17.4352,503,1507
SMARCA2,False,25.5407,752,2209
SMARCA4,False,54.8361,804,532
SMARCA5,True,200.896,2482,471
SMARCAD1,False,25.7185,423,1135
SMARCAL1,False,24.3598,350,596
SMARCB1,False,187.671,2445,714
SMARCC1,False,58.0174,973,731
SMARCC2,True,29.9762,443,707
SMARCD1,False,45.061,796,700
SMARCD2,False,26.8994,784,1350
SMARCD3,False,270.365,664,60
SMARCE1,False,386.085,2783,397
SMC1A,False,74.2013,954,416
SMC3,False,136.419,138,36
SMC4,False,76.1534,115,45
SMCHD1,False,24.7324,729,1297
SMCO4,False,17.6738,630,1392
SMCR8,False,20.0901,576,1933
SMDT1,False,23.0611,209,780
SMG1,False,41.6923,2015,1350
SMG5,False,103.515,612,140
SMG6,False,35.8804,471,494
SMG7,False,78.9744,2015,580
SMG8,False,29.9725,2201,2766
SMG9,False,43.2214,2175,1705
SMIM1,False,26.8051,1193,2601
SMIM10L1,False,14.7026,338,2488
SMIM11,False,90.1383,2783,5959
SMIM12,False,16.2241,633,2637
SMIM13,False,16.9495,617,3082
SMIM14,False,22.017,449,1802
SMIM15,False,39.5652,1461,2898
SMIM19,False,36.8796,1724,3282
SMIM20,False,15.3256,586,2835
SMIM22,False,20.2497,292,1116
SMIM24,False,129.223,3377,5797
SMIM29,False,35.4861,1273,3560
SMIM3,False,33.5025,689,953
SMIM5,False,15.6283,461,1543
SMIM7,False,95.792,1304,658
SMIM8,False,465.39,278,22
SMKR1,False,15.721,294,1278
SMN2,False,246.409,123,10
SMNDC1,False,40.5016,352,328
SMOX,False,17.2044,669,1447
SMPD1,False,37.7131,1147,1764
SMPD2,False,13.1784,399,2020
SMPD3,False,15.6883,359,2191
SMPD4,False,58.8972,1287,1666
SMR3B,False,160.239,5523,11917
SMS,False,22.6906,677,942
SMTN,False,20.7533,784,2543
SMTNL1,False,15.5909,973,3012
SMUG1,False,27.7527,954,3118
SMURF1,False,22.0007,864,1914
SMURF2,False,13.0173,300,1441
SMYD2,True,28.407,718,973
SMYD3,False,17.1846,560,1701
SMYD5,False,17.5921,490,2022
SNAI1,False,69.7364,1664,2294
SNAI2,False,22.5381,541,1309
SNAI3,False,32.8504,583,811
SNAP23,False,29.6348,823,1001
SNAP25,False,25.1036,792,2174
SNAP29,False,49.5664,537,516
SNAP47,False,23.4719,482,1525
SNAPC1,False,55.093,235,210
SNAPC2,False,64.6817,423,195
SNAPC3,False,85.2723,242,135
SNAPC4,False,31.2343,659,537
SNAPC5,False,36.2437,455,386
SNAPIN,False,17.3218,554,1704
SNCA,False,14.7364,543,2205
SND1,True,34.309,1174,1060
SNED1,False,16.7647,348,1317
SNF8,False,23.3837,184,503
SNHG32,False,25.4395,1141,2058
SNN,True,18.5687,389,1597
SNPH,False,38.2969,2212,3946
SNRK,True,38.3412,1169,1125
SNRNP27,False,229.703,150,13
SNRNP40,False,107.421,174,83
SNRNP48,False,71.3187,420,288
SNRPA,False,33.048,325,462
SNRPA1,False,25.3486,603,1209
SNRPB,False,52.4592,385,495
SNRPB2,False,29.7021,954,1105
SNTA1,False,149.035,5165,8102
SNTB1,False,33.3553,691,1048
SNTB2,False,23.0072,974,2827
SNU13,False,34.9364,441,553
SNUPN,False,70.1018,344,210
SNURF,False,14.6998,456,1780
SNW1,False,194.103,181,18
SNX1,False,26.8753,1854,3755
SNX10,False,21.6009,755,1931
SNX11,False,21.5429,515,1303
SNX12,False,27.2049,463,1172
SNX13,False,27.3166,732,2207
SNX14,False,30.7537,904,1642
SNX16,False,18.3698,646,2139
SNX17,False,12.7231,401,1996
SNX18,False,18.5146,862,2356
SNX19,False,19.9148,394,2283
SNX2,False,20.9614,561,1343
SNX20,False,14.3554,481,2218
SNX24,False,23.4055,905,2936
SNX25,False,18.3823,189,612
SNX27,False,20.7142,307,1076
SNX29,False,18.5913,612,2486
SNX3,False,19.582,534,2516
SNX30,False,29.3453,1083,2678
SNX33,False,30.8398,804,1963
SNX4,True,34.2551,1035,1398
SNX5,False,15.2241,565,2040
SNX6,False,20.8795,578,1814
SNX8,False,17.89,546,1725
SNX9,False,28.0008,1595,3349
SOAT1,False,21.4594,789,3164
SOAT2,False,12.6534,379,2133
SOCS1,False,26.7335,299,548
SOCS2,False,17.3194,360,1121
SOCS3,False,74.2683,471,265
SOCS4,False,58.9482,1210,645
SOCS5,True,31.4437,918,549
SOCS7,False,32.648,632,1422
SOD1,False,178.928,399,99
SOD2,False,26.269,584,1052
SOHLH1,False,60.3191,496,516
SOHLH2,False,13.8692,382,1452
SON,False,112.61,550,126
SORBS2,False,12.3993,580,3439
SORBS3,False,38.6092,457,894
SORCS3,False,17.4433,433,1360
SORD,False,17.2703,549,1958
SORL1,False,48.9681,2094,3821
SOS1,False,20.0466,768,2824
SOS2,False,17.9331,969,1942
SOWAHC,False,26.6735,507,901
SOX1,False,36.6628,1157,2755
SOX10,False,27.5607,710,1717
SOX11,False,17.53,228,1190
SOX12,False,17.8706,436,1370
SOX13,False,19.7266,677,1809
SOX14,False,25.5908,1155,2410
SOX15,False,12.7342,638,2790
SOX17,False,23.9187,402,1630
SOX18,False,17.3531,362,1190
SOX2,False,18.8874,261,1009
SOX21,False,14.3653,546,2955
SOX3,False,18.0921,355,1271
SOX30,False,22.3875,434,1542
SOX4,False,14.4479,384,2008
SOX5,False,22.3273,751,2717
SOX6,False,21.9819,408,1425
SOX7,False,17.5569,316,1111
SOX8,False,27.4512,496,841
SOX9,False,14.2475,370,1967
SP1,False,39.4461,1326,1392
SP100,False,78.4152,2070,2351
SP110,False,53.325,289,280
SP140,False,11.1761,330,2430
SP140L,False,21.5472,1025,1411
SP2,False,80.278,2379,1872
SP3,False,28.0484,1101,1969
SP4,False,20.2891,884,1756
SP5,False,49.3069,521,440
SP6,False,17.4775,651,1548
SP7,False,13.6085,428,2177
SP8,False,22.7028,961,1824
SP9,False,35.6128,2677,5845
SPACA6,False,18.9637,638,2077
SPACA9,False,11.9638,311,1413
SPACDR,False,21.7144,507,2836
SPAG1,False,22.2637,755,1914
SPAG16,False,13.7889,359,1411
SPAG4,False,20.3059,1311,2977
SPAG5,False,20.1759,545,1078
SPAG7,False,72.5827,1908,3497
SPAG8,False,63.2206,187,89
SPAG9,False,16.3997,731,2769
SPARC,False,21.2655,645,2094
SPARCL1,False,15.3263,413,2295
SPART,False,21.2596,514,2126
SPAST,False,15.729,416,1981
SPATA13,False,45.8416,1142,2000
SPATA2,False,23.2695,1509,4126
SPATA20,True,18.9882,315,968
SPATA24,False,19.8529,374,1025
SPATA25,False,13.8151,169,993
SPATA2L,False,14.1861,319,1941
SPATA32,False,18.8679,331,1857
SPATA33,False,26.9181,669,1012
SPATA6,False,21.9683,537,1509
SPATA6L,False,22.3972,389,1183
SPATA7,False,22.8657,320,1073
SPATC1L,False,17.3427,723,2560
SPATS2,False,33.5679,357,608
SPATS2L,False,18.2454,741,2462
SPCS1,False,21.9217,401,1164
SPCS2,False,40.674,388,480
SPCS3,False,54.8299,284,242
SPDEF,False,14.8484,360,1665
SPDYA,False,31.9977,1068,2427
SPDYE2,False,19.2212,592,1994
SPDYE3,False,14.9276,222,1605
SPECC1,False,20.1543,583,1829
SPECC1L,False,20.6551,529,1570
SPEF2,False,15.1939,449,1835
SPEG,False,38.965,785,2620
SPEN,False,21.7851,502,936
SPG11,False,36.5005,1317,2532
SPG21,False,26.0332,657,2101
SPG7,False,22.8604,502,1238
SPHK1,False,36.2981,253,362
SPHK2,False,24.8467,206,585
SPI1,False,35.6783,1103,1903
SPIB,False,15.9986,428,1797
SPIC,False,21.2097,1004,1659
SPICE1,False,16.8103,407,1444
SPIDR,False,51.9384,231,315
SPIN1,False,58.9057,1395,2803
SPIN2B,False,13.8566,553,2060
SPIN3,False,25.7143,361,771
SPIN4,False,42.3569,1578,2785
SPINDOC,False,29.6908,381,657
SPINK1,False,15.735,580,2247
SPINK2,False,18.185,566,1679
SPINK4,False,24.5722,429,840
SPINT1,False,35.2854,893,1145
SPINT2,False,21.1103,638,1911
SPIRE1,False,29.73,633,1300
SPMIP4,False,33.4626,1279,1521
SPN,False,24.8904,662,1852
SPNS1,False,17.7779,516,2477
SPNS3,False,50.7079,1116,1200
SPOCK2,False,19.4774,408,1657
SPON1,False,18.3731,342,1271
SPON2,False,22.4281,540,2057
SPOP,False,32.5475,527,819
SPOPL,False,188.631,111,23
SPOUT1,False,474.704,253,11
SPP1,False,20.1044,456,1924
SPPL2A,False,22.2341,445,1863
SPPL2B,False,40.9134,252,396
SPPL3,False,17.0231,1049,2956
SPR,False,26.8147,314,505
SPRED2,False,22.8335,563,1598
SPRING1,False,29.1669,525,965
SPRN,False,22.1103,413,1177
SPRTN,False,26.4796,435,671
SPRY1,False,13.3943,272,1377
SPRY2,False,20.7572,862,1318
SPRYD3,False,14.1443,447,2038
SPRYD4,False,23.1056,383,1774
SPRYD7,False,19.1413,457,2145
SPSB1,False,53.3921,1290,2213
SPSB2,False,28.9361,1378,2838
SPSB3,False,29.1532,228,424
SPTAN1,False,17.1416,1136,2553
SPTB,False,22.5842,503,1106
SPTBN1,False,48.1035,1859,1829
SPTBN5,False,16.2433,346,1006
SPTLC1,False,21.1687,591,1063
SPTLC2,False,54.7072,493,357
SPTSSA,False,50.3898,577,418
SPTSSB,False,55.1561,217,241
SPTY2D1,False,37.2162,860,1640
SPZ1,False,12.2883,302,1546
SQLE,False,33.4721,432,583
SQOR,False,39.1005,1247,3267
SQSTM1,False,18.9028,386,2471
SRA1,False,62.0326,130,83
SRC,False,14.7438,703,3366
SRCAP,False,24.8254,376,899
SRD5A1,False,49.4979,381,372
SRD5A3,False,13.4818,353,2252
SREBF1,False,59.1717,350,171
SREBF2,False,25.2521,505,1050
SREK1,False,23.2202,850,1534
SREK1IP1,False,32.5826,1601,2897
SRF,False,41.406,860,365
SRFBP1,False,189.34,290,60
SRGAP1,False,17.6563,489,1291
SRGAP2,False,17.6131,716,3183
SRGAP2B,False,14.7837,278,924
SRGAP2C,False,46.4161,277,251
SRGAP3,False,11.9412,269,2049
SRGN,False,12.7359,527,3100
SRI,False,72.7725,1740,2111
SRM,False,23.7922,731,1133
SRP14,False,34.125,686,765
SRP19,False,86.2354,227,61
SRP54,False,16.2094,481,1706
SRP68,False,31.3972,204,259
SRP72,False,116.455,271,138
SRP9,False,49.0293,1276,749
SRPK1,False,19.7807,900,1577
SRPK2,False,31.9968,892,1870
SRPRB,False,28.1033,197,376
SRR,False,39.0637,1481,915
SRRD,False,32.0817,1194,1538
SRRM1,False,53.5657,306,339
SRSF10,False,60.8925,1815,941
SRSF11,False,24.035,712,1434
SRSF2,False,49.6493,668,864
SRSF4,False,41.469,1162,1531
SRSF5,True,93.0771,2886,4427
SRSF6,False,21.6099,1174,2141
SRSF7,False,341.179,358,24
SRSF8,False,30.5899,690,1651
SRSF9,False,12.8374,1012,2898
SRXN1,False,19.8801,254,783
SRY,False,24.8385,816,2129
SS18,False,35.7158,560,723
SS18L1,False,80.055,304,183
SS18L2,False,35.7881,497,812
SSB,False,151.47,1231,368
SSBP1,False,81.2341,1510,1124
SSBP2,False,19.4399,837,2787
SSBP3,False,32.0229,922,2595
SSBP4,False,22.6638,708,2725
SSH1,False,17.6708,429,1793
SSH2,False,19.5498,768,2008
SSH3,False,18.3928,428,1938
SSNA1,False,22.4932,877,2691
SSR1,False,23.4631,665,1235
SSR2,False,21.2664,954,1692
SSR3,False,25.6468,1176,3374
SSR4,True,41.011,1341,2994
SSRP1,False,96.6851,323,92
SSTR3,False,19.9617,889,3636
SSU72,False,225.087,237,36
SSX2IP,False,40.186,154,314
ST13,False,15.8589,535,2057
ST14,False,23.0131,785,1518
ST18,False,52.9209,1911,3763
ST20,False,22.0343,705,1852
ST20-MTHFS,False,21.6297,593,1574
ST3GAL1,False,21.6332,289,775
ST3GAL2,False,29.7593,999,2063
ST3GAL3,False,20.0049,235,887
ST3GAL4,False,27.7525,642,1196
ST3GAL5,False,18.9756,335,1842
ST6GAL1,False,33.0813,889,2738
ST6GALNAC1,False,14.0832,406,1583
ST6GALNAC3,False,14.3562,465,1745
ST6GALNAC4,False,31.0574,998,2386
ST6GALNAC6,False,35.4659,256,206
ST7,False,22.5772,908,2708
ST7L,False,20.1941,516,763
ST8SIA1,False,13.9003,546,1557
ST8SIA4,False,17.5986,452,2756
STAB1,False,33.864,1771,4715
STAC3,False,31.6616,1196,2024
STAG1,False,37.4665,927,1843
STAG2,False,67.9898,2253,1497
STAG3,False,20.2165,475,1396
STAM,False,22.197,707,2009
STAM2,False,18.6237,800,2354
STAMBP,False,28.1044,1066,2325
STAMBPL1,False,72.6028,2546,6011
STAP1,False,85.5264,3162,3786
STAP2,False,17.4932,431,1503
STARD10,False,51.4488,943,650
STARD3,False,15.8274,354,1541
STARD3NL,False,33.9665,1934,4460
STARD4,False,18.8367,452,1559
STARD5,False,38.7466,2287,5083
STARD7,False,15.7637,427,1353
STARD9,False,43.9805,1548,1942
STAT1,False,19.6469,434,1296
STAT2,False,23.2237,474,1625
STAT3,False,105.184,1738,735
STAT4,False,18.4113,906,2433
STAT5A,False,32.7019,755,1478
STAT5B,False,174.99,1224,285
STAT6,True,59.8836,1540,2035
STATH,False,14.6517,394,1267
STAU1,False,21.54,809,1352
STAU2,False,34.5307,695,2103
STC2,False,20.6874,518,1972
STEAP4,False,14.8113,276,2015
STEEP1,False,20.4516,530,965
STIL,False,113.253,197,58
STIM1,False,57.3585,2508,2699
STIM2,False,53.239,1323,2867
STIMATE-MUSTN1,False,33.0203,343,776
STING1,False,23.7353,822,2514
STIP1,False,54.6634,2184,1876
STK10,False,20.933,382,1345
STK11,False,100.803,1437,611
STK11IP,False,23.7347,412,1020
STK16,False,20.6567,418,1788
STK17A,False,20.086,675,1749
STK17B,False,18.189,920,3844
STK19,False,24.847,554,803
STK24,False,45.1186,1545,2363
STK25,False,67.7103,2192,2312
STK26,False,19.0834,574,1857
STK3,True,120.934,131,50
STK32C,False,114.291,3140,4623
STK35,False,31.379,1212,2395
STK36,False,33.3427,1026,2410
STK38,False,16.195,296,1554
STK38L,False,14.9034,804,2364
STK39,False,18.3753,1095,2917
STK4,False,22.219,406,928
STK40,False,52.8604,744,474
STMN1,False,51.1165,536,567
STMN3,False,29.0449,1029,1719
STMP1,False,15.2719,265,982
STN1,False,34.0563,279,481
STOM,False,55.338,2901,3496
STOML1,False,19.5938,540,1446
STOML2,False,30.6682,404,792
STON1,False,64.4247,2717,2448
STON2,False,18.8943,736,2536
STOX1,False,33.9434,944,1421
STPG1,False,17.733,449,1370
STRADA,False,14.9693,287,1257
STRADB,False,16.0112,533,2338
STRAP,False,79.1815,1968,606
STRBP,False,28.5444,311,730
STRIP1,False,15.0746,665,2907
STRIP2,False,17.8046,809,2437
STRN,False,18.2494,777,2598
STRN3,False,27.4807,273,558
STRN4,False,62.6474,268,161
STS,False,15.3515,272,1063
STT3A,True,25.4289,799,1340
STT3B,False,179.815,201,45
STUB1,False,43.3366,346,313
STUM,False,17.0512,471,1889
STX10,False,20.2317,634,1117
STX11,False,17.4175,629,1372
STX12,False,22.1942,356,686
STX16,False,80.3897,3360,2463
STX17,False,41.1694,628,1212
STX18,False,97.3101,107,27
STX1A,False,13.2244,409,2352
STX1B,False,25.074,865,2847
STX2,False,29.1707,1032,2536
STX3,False,21.1141,259,412
STX4,False,45.4901,929,1406
STX5,False,31.1139,287,448
STX6,False,15.5079,438,2448
STX7,False,27.5977,443,675
STX8,False,15.7161,281,1870
STXBP1,False,31.6844,1028,2697
STXBP2,False,20.8868,330,1388
STXBP3,False,15.6947,338,1228
STXBP4,False,57.2534,1022,575
STXBP5,False,51.7016,584,260
STYX,False,36.7776,718,1051
STYXL1,False,59.0543,2402,2573
SUB1,False,14.886,243,1150
SUCLA2,False,21.3452,299,1011
SUCLG1,False,24.0479,936,2380
SUCLG2,False,67.6285,451,287
SUCO,False,16.1306,352,1268
SUDS3,False,29.365,308,495
SUFU,False,33.9908,1011,1737
SUGP1,False,36.6188,742,854
SUGP2,False,21.0007,891,2302
SUGT1,False,89.4332,327,122
SULF2,False,19.6385,744,2218
SULT1A1,False,61.9647,2945,6916
SULT1A3,False,27.1051,988,1447
SULT1A4,False,16.2344,253,1363
SULT1B1,False,13.6692,424,2019
SUMF1,False,17.5626,776,4325
SUMF2,False,22.5831,874,1925
SUMO1,False,86.9332,2108,2765
SUMO2,False,25.8542,1171,3215
SUMO3,False,35.0978,666,942
SUMO4,False,15.7541,374,1152
SUN1,False,59.8315,142,129
SUN2,False,14.7921,961,4505
SUOX,False,18.0791,360,1491
SUPT20H,False,128.751,4457,2769
SUPT3H,False,22.0442,755,960
SUPT4H1,False,72.8325,500,346
SUPT7L,True,105.435,5375,7107
SUPV3L1,False,30.8188,477,658
SURF1,False,47.7138,2190,2630
SURF2,False,17.9638,338,1002
SUSD1,False,210.639,114,11
SUSD3,False,14.9988,376,1492
SUSD4,False,48.1013,1563,3510
SUSD6,False,24.5811,370,783
SUV39H1,False,29.4272,480,955
SUV39H2,False,19.3061,410,1170
SUZ12,False,129.381,193,69
SV2A,False,28.9496,351,405
SVBP,False,29.4664,312,592
SVIL,False,13.9463,310,1691
SVIP,False,16.2658,497,1649
SWAP70,False,23.1303,433,1361
SWI5,False,66.7973,1857,2286
SWSAP1,False,19.0148,416,1252
SWT1,False,20.3678,371,1002
SYAP1,False,23.2678,417,949
SYCE1L,False,16.1012,150,908
SYCE2,False,18.4917,372,1364
SYCP2,False,18.0415,716,1291
SYDE2,False,21.3374,246,994
SYF2,False,21.9658,231,877
SYK,False,129.521,3362,2969
SYMPK,False,109.152,138,52
SYNC,False,21.1517,424,1133
SYNCRIP,False,24.5545,759,1292
SYNE1,False,13.1484,1180,3574
SYNE2,False,109.362,3710,5392
SYNE3,False,16.9136,390,1678
SYNE4,False,12.9343,202,1701
SYNGAP1,False,32.7683,1027,2633
SYNGR1,False,28.4931,1401,3241
SYNGR2,False,28.7593,1474,3699
SYNGR3,False,27.5245,596,712
SYNJ1,False,15.8599,655,2505
SYNJ2,False,23.7778,409,1403
SYNJ2BP,False,13.4421,638,4794
SYNJ2BP-COX16,False,21.4585,552,1633
SYNM,False,15.9953,338,1447
SYNRG,False,26.7263,215,548
SYP,False,21.149,491,1325
SYPL1,False,33.507,1740,3263
SYS1,False,176.756,72,11
SYT11,False,124.134,3868,7549
SYTL1,False,22.7986,851,2737
SYTL2,False,16.8584,501,1887
SYTL3,False,21.0296,784,2600
SYVN1,True,90.7699,1157,778
SZRD1,False,26.2691,1061,1450
SZT2,False,27.4264,271,494
TAB1,False,11.9439,628,2768
TAB2,False,21.1288,389,1110
TAB3,False,20.5421,452,1345
TAC4,False,15.5392,257,1824
TACC1,False,31.5704,276,736
TACC2,False,22.0664,267,961
TACO1,False,36.4542,420,324
TACR2,False,27.6556,464,1449
TADA1,False,154.723,4017,1427
TADA2A,False,30.4168,591,950
TADA2B,False,281.629,6273,4201
TADA3,False,34.4141,716,1008
TAF1,False,39.6547,303,504
TAF11,False,76.5224,3646,3318
TAF12,False,76.9178,2337,4131
TAF13,False,90.753,3102,1486
TAF15,True,21.6877,501,1478
TAF1B,False,50.2461,2807,3898
TAF1D,False,34.8699,1002,1653
TAF3,False,29.9313,327,472
TAF4,True,350.789,383,31
TAF4B,False,40.2566,166,283
TAF5,False,122.903,108,29
TAF5L,False,79.7919,1441,466
TAF6,False,103.086,210,67
TAF6L,False,177.45,4895,2349
TAF7,False,135.039,371,89
TAF8,False,455.657,365,36
TAF9,False,28.2801,163,342
TAF9B,False,20.7158,400,1060
TAFA1,False,24.3625,504,1213
TAFA2,False,17.9839,349,1281
TAFAZZIN,False,34.7167,1028,1962
TAGAP,False,16.7235,215,967
TAGLN,False,15.815,206,1802
TAGLN2,False,34.2718,984,1947
TAGLN3,False,18.8299,772,2046
TAL1,False,22.0592,485,1758
TAL2,False,24.3516,758,2972
TALDO1,False,32.1329,983,2018
TAMALIN,False,8.93367,430,2348
TAMM41,False,203.232,351,53
TANC2,False,128.525,3383,2720
TANGO2,False,21.8388,597,1350
TANGO6,False,286.952,118,14
TANK,False,27.076,534,1011
TAOK1,False,27.7323,1459,3903
TAOK2,False,27.7727,341,477
TAOK3,False,27.9237,975,2942
TAP1,False,30.0626,1469,2250
TAP2,False,17.449,360,1308
TAPBP,False,23.6187,702,1548
TAPBPL,False,16.8988,603,1994
TAPT1,False,15.1833,362,1397
TARBP1,False,29.355,527,1528
TARBP2,True,27.7516,897,1111
TARDBP,False,85.7158,544,181
TARS2,False,55.9257,1627,1016
TARS3,False,42.1637,1065,2921
TAS2R14,False,13.6384,350,2045
TAS2R20,False,11.0239,345,2475
TAS2R4,False,21.6708,548,2373
TAS2R5,False,23.9443,524,1980
TASL,False,69.5674,2935,2612
TASOR,False,73.2851,3543,4457
TASOR2,False,23.8387,299,564
TASP1,False,22.1111,1097,2132
TATDN1,False,35.1097,879,2193
TATDN2,False,30.0711,1191,1140
TATDN3,False,19.1003,155,638
TAX1BP1,False,43.8654,983,1535
TAX1BP3,False,18.4042,587,2273
TBC1D1,False,44.5008,1236,2414
TBC1D10A,False,19.6221,535,1767
TBC1D10B,False,31.3283,430,554
TBC1D10C,False,37.5605,1679,3884
TBC1D13,True,34.7713,989,1661
TBC1D14,False,20.0552,422,1239
TBC1D15,False,20.7514,802,2343
TBC1D16,False,18.1254,526,1896
TBC1D17,False,33.8639,862,1877
TBC1D19,True,17.0124,342,883
TBC1D2,False,24.493,492,1766
TBC1D20,False,23.1515,921,2143
TBC1D22A,False,23.4637,313,817
TBC1D22B,False,19.298,280,947
TBC1D23,False,13.5587,400,2912
TBC1D24,False,14.7347,443,1752
TBC1D25,False,17.9054,486,2704
TBC1D2B,False,18.1851,969,3584
TBC1D31,False,25.4729,1383,1365
TBC1D32,False,19.7603,946,3090
TBC1D3B,False,26.1029,430,748
TBC1D3L,False,15.0981,893,3489
TBC1D4,False,21.1343,386,1087
TBC1D5,False,20.6987,765,2507
TBC1D7,False,24.7139,527,1074
TBC1D8,False,25.9204,669,2535
TBC1D9B,False,125.487,2945,2595
TBCA,False,64.5484,1142,449
TBCCD1,False,22.6401,432,1006
TBCEL,False,34.4622,537,795
TBCK,True,22.0503,436,1823
TBK1,False,22.6397,404,999
TBKBP1,False,26.7853,310,577
TBL1X,False,22.2133,328,686
TBL1XR1,False,43.7118,1372,2067
TBL2,False,15.958,247,1298
TBP,False,46.3813,487,307
TBPL1,False,29.3318,877,1386
TBPL2,False,13.563,505,1850
TBR1,False,14.7685,419,1428
TBRG1,False,17.5229,1115,2618
TBRG4,False,43.3731,258,381
TBX1,False,25.2378,250,675
TBX10,False,27.8218,316,869
TBX15,False,18.4394,147,848
TBX18,False,12.6225,417,1432
TBX19,False,15.1698,357,1543
TBX2,False,20.8155,921,2039
TBX20,False,14.4568,276,1486
TBX21,False,77.7453,1492,1203
TBX22,False,35.8296,1457,1605
TBX3,False,45.2746,820,1649
TBX4,False,19.4108,435,1598
TBX5,False,18.8189,298,1359
TBX6,False,19.539,417,1700
TBXA2R,False,26.3838,926,1241
TBXAS1,False,19.321,930,4276
TC2N,False,18.8238,385,1317
TCAF1,False,26.2153,318,602
TCAF2,False,15.1258,438,2077
TCAIM,False,18.1232,505,2635
TCAP,False,23.9443,887,2840
TCEA1,False,29.1063,1456,2623
TCEA2,False,20.4039,327,917
TCEA3,False,93.7959,108,127
TCEAL1,False,84.6536,3715,2371
TCEAL2,False,36.6386,1389,2134
TCEAL3,False,26.7977,748,884
TCEAL4,False,20.6271,229,1066
TCEAL8,False,17.6732,411,1260
TCEAL9,False,23.4659,496,1491
TCEANC,False,19.1688,408,1158
TCEANC2,False,28.0614,770,1844
TCERG1,False,158.884,155,21
TCF12,False,18.6855,389,1158
TCF15,False,18.9851,487,1893
TCF19,False,20.9977,802,1836
TCF20,False,20.0317,645,1299
TCF21,False,14.8607,781,1666
TCF23,False,16.5882,479,2174
TCF24,False,14.2938,340,1506
TCF25,False,22.8372,505,859
TCF3,False,27.1669,594,1384
TCF4,False,30.343,1212,1721
TCF7,False,24.0358,671,2347
TCF7L1,False,24.9136,1207,3371
TCF7L2,False,14.3328,324,1505
TCFL5,False,23.8619,1287,2890
TCHP,False,12.848,411,2503
TCIM,False,18.31,437,1758
TCIRG1,False,16.5083,466,2163
TCL1A,False,18.9342,377,1596
TCOF1,False,743.052,384,14
TCP11L1,False,23.3629,248,640
TCP11L2,False,154.982,2520,2851
TCTA,False,25.187,1084,2381
TCTN1,False,34.0361,1136,3072
TCTN2,False,24.4364,855,1791
TCTN3,False,19.0491,630,2277
TDG,False,20.5251,677,3761
TDP1,False,19.6883,335,1063
TDP2,False,12.1516,338,2071
TDRD3,False,34.8985,1390,2103
TDRD7,True,18.4326,257,789
TDRKH,False,21.2328,548,1544
TEAD1,False,24.037,893,1141
TEAD2,False,19.9814,311,911
TEAD3,False,16.799,438,1395
TEAD4,True,18.8208,1226,2476
TEC,False,22.3684,1531,3077
TECPR1,False,28.3508,705,1974
TECPR2,False,14.8712,245,818
TECR,False,18.1285,585,3118
TEDC1,False,41.8323,710,591
TEDC2,False,57.5803,445,332
TEF,False,13.0733,268,1772
TEFM,False,41.2759,839,823
TEKTIP1,False,32.0324,431,563
TEN1,False,77.9747,152,115
TENM1,False,17.1281,391,998
TENM4,False,16.1956,417,1733
TENT2,False,90.8819,3823,2784
TENT4A,False,18.9484,664,1803
TENT4B,False,18.7966,854,1567
TENT5A,False,19.3913,618,2390
TENT5C,False,51.66,1020,1401
TEP1,False,27.697,965,867
TEPSIN,False,15.0619,471,1649
TERB1,False,21.0284,1057,2885
TERF1,False,19.3688,367,1482
TERF2IP,False,38.5555,1032,2831
TERT,False,29.5562,236,536
TES,False,31.9901,1163,3035
TESC,False,15.5211,426,1696
TESK1,False,47.3651,1102,1844
TESK2,True,79.9761,2707,4999
TESMIN,False,19.5034,364,1142
TESPA1,False,102.764,4459,3078
TET1,False,25.4626,845,2127
TET2,False,36.9158,1783,3194
TET3,False,21.6513,861,1303
TEX12,False,16.3512,583,1952
TEX2,True,29.9568,1070,2232
TEX22,False,102.827,4027,3915
TEX261,False,20.8066,468,1358
TEX264,False,15.0982,469,2094
TEX30,False,16.686,743,2720
TEX56P,False,20.1987,535,2268
TF,False,19.206,519,1873
TFAM,False,81.2249,2581,2145
TFAP2A,False,22.4365,1011,2272
