target,class,cosine,energy_k562,energy_cd4_mix,cells_k562,cells_cd4_mix
PIGF,other,0.0767922,83.9916,49.0737,152,701
PIGG,other,0.0156604,64.7867,18.6508,194,1979
PIGH,other,-0.00862904,51.5328,40.664,252,574
PIGK,other,-0.00896088,83.3267,18.6386,163,2045
PIGL,other,-0.0106126,61.494,29.26,204,3366
PIGM,other,0.00882096,59.6376,24.5832,228,1730
PIGN,other,0.00180015,51.6182,44.149,247,1253
PIGO,other,-0.00834424,74.4069,22.3196,177,3651
PIGP,other,0.0619903,53.9258,36.2946,259,1187
PIGQ,other,-0.0230827,101.45,14.7467,130,3165
PIGS,other,0.0150642,98.5069,24.1365,138,1161
PIGT,other,0.0377375,39.535,14.7908,345,4451
PIGU,other,0.00992716,105,39.9451,136,1909
PIGV,other,0.0426556,58.2376,40.7871,215,2955
PIGW,other,0.0551966,93.3495,24.3544,141,1273
PIGX,other,0.00470719,109.716,30.6044,113,1422
PIH1D1,other,0.0255747,71.8462,21.7314,203,1296
PIK3C2A,other,0.0277101,2186.25,20.7828,17,1570
PIK3C3,other,-0.0375418,52.7434,28.458,242,736
PIK3CA,other,-0.00773923,99.8956,12.6391,134,4957
PIK3CB,other,0.0100919,108.777,14.5367,126,2828
PIK3CD,other,0.0112539,143.059,24.073,89,1362
PIK3CG,other,0.0032382,73.3052,38.0482,172,1054
PIK3R1,other,0.00909874,59.1884,17.7715,233,4369
PIK3R2,other,0.000510532,38.4704,20.238,336,2055
PIK3R4,other,0.0228956,94.1074,36.2972,142,1359
PIKFYVE,other,0.0249202,70.0427,71.6753,232,352
PILRB,other,0.000435078,173.658,16.1337,77,1950
PIM1,other,-0.0155225,80.3151,182.389,171,314
PIM3,other,0.0408952,143.371,61.2432,92,300
PIN4,other,0.0121466,178.719,16.9187,83,1651
PIP4K2A,other,-0.00819933,72.397,22.9172,194,1010
PIP4K2B,other,0.00289499,54.8353,39.7881,245,501
PIP4K2C,other,0.00908413,113.81,23.5518,164,1492
PIP4P1,other,-0.0152416,130.629,63.4306,107,446
PIP4P2,other,0.0276108,44.0433,63.9269,339,582
PIP5K1A,other,-0.00912701,321.749,22.9182,55,4461
PIP5K1C,other,-0.0231565,42.0072,19.3192,324,1425
PIR,other,0.0125781,40.6153,13.4379,306,1775
PISD,other,-0.0226179,98.1892,48.7438,130,1696
PITHD1,other,0.021062,310.676,22.9187,47,884
PITPNA,other,-0.0128321,63.9455,19.6749,186,1586
PITPNB,other,-0.0264526,81.783,56.234,140,350
PITPNC1,other,-0.0329291,315.88,20.3567,55,1630
PITPNM1,other,0.0146892,56.8958,19.9318,235,1471
PITRM1,other,0.0648645,128.141,59.3772,130,604
PITX1,other,0.00915621,60.5982,22.4683,218,1695
PITX2,other,-0.0260677,31.5101,22.0172,393,1228
PITX3,other,0.0169747,66.8447,12.6704,209,2393
PIWIL4,other,0.0121959,102.89,20.0672,132,2773
PJA2,other,-0.0246699,104.954,24.6755,130,1588
PKIG,other,0.0151571,40.4457,16.9828,335,1862
PKM,other,0.0420818,35.8302,41.638,357,1287
PKMYT1,other,0.00536805,102.605,825.076,148,13
PKN1,other,-0.0807717,25.5071,53.8173,585,717
PKN2,other,-0.0298332,154.467,25.8646,93,1522
PKNOX1,other,0.152448,56.4901,57.318,257,1386
PKNOX2,other,0.00253416,118.502,24.7376,118,1116
PKP4,other,0.00414118,67.8943,17.148,192,2833
PLA2G10,other,-0.0122114,36.3625,35.0456,358,3366
PLA2G12A,other,0.0151745,417.831,16.9373,37,2183
PLA2G15,other,0.0228366,82.8568,40.4137,170,608
PLA2G6,other,-0.0297771,87.6868,20.4004,155,1681
PLAA,other,0.0287454,50.0016,18.2237,260,1859
PLAG1,other,-0.0120008,60.9833,20.7588,206,1585
PLAGL1,other,-0.0159063,40.7848,23.7546,328,1581
PLAUR,other,0.0143741,152.595,13.7466,92,3968
PLBD1,other,0.0123839,555.31,20.663,37,2281
PLBD2,other,-0.0089344,57.6091,24.4963,228,1367
PLCB1,other,0.0184524,63.0586,23.6671,191,1797
PLCB3,other,0.0240356,141.293,14.7173,98,2053
PLCD1,other,0.0113498,99.8114,16.6759,119,1417
PLCL2,other,0.0217689,429.166,24.3053,40,2023
PLCXD1,other,-0.013202,65.0324,23.9904,193,884
PLD3,other,-0.00449403,28.9711,35.4395,517,488
PLD6,other,0.0299223,90.3941,13.9697,150,2640
PLEC,other,0.0213929,31.8594,49.3388,398,2487
PLEKHA1,other,0.0440669,139.121,25.8569,92,3316
PLEKHA2,other,0.0447019,57.4521,13.1848,229,3245
PLEKHA3,other,0.0520848,56.5563,23.4761,219,2847
PLEKHA4,other,-0.00163283,60.7406,24.9192,203,993
PLEKHA5,other,-0.0141505,108.091,31.4942,166,924
PLEKHA8,other,0.0204242,62.4794,36.4514,257,4490
PLEKHB2,other,0.000700852,97.8326,29.132,131,795
PLEKHF1,other,0.0379255,92.4149,19.0351,142,1085
PLEKHF2,other,0.0327192,102.148,33.5443,137,2487
PLEKHG2,other,-0.0265398,95.2464,19.1999,149,2008
PLEKHG4,other,0.00302564,55.3515,27.5761,257,834
PLEKHJ1,other,0.0348944,1458.04,133.619,23,100
PLEKHM2,other,0.00843487,53.8614,31.1863,241,623
PLEKHO1,other,0.040958,48.2604,21.23,277,3603
PLIN2,other,0.0140927,49.5456,18.4716,254,1167
PLIN3,other,0.00203659,76.1552,20.3538,171,1480
PLK1,other,0.0117645,773.03,32.4538,29,1234
PLK3,other,-0.016393,107.686,26.9285,120,5205
PLK4,other,-0.028232,460.869,63.8383,43,318
PLOD1,other,0.0129065,75.8474,29.6053,179,1351
PLOD3,other,0.0383207,44.1081,68.582,354,252
PLP2,other,0.0291577,72.4374,12.1406,178,2505
PLPBP,other,-0.000216738,65.2486,15.3053,194,2916
PLS1,other,0.0288612,44.2256,24.505,282,1479
PLSCR1,other,0.0368792,69.3654,20.0948,185,2061
PLSCR3,other,0.00792452,93.3705,110.037,136,620
PLTP,other,-0.00916084,60.0845,16.3862,214,2793
PLXNA1,other,-0.0166129,60.4264,24.3817,215,1193
PLXNB2,other,0.00614559,51.4089,14.1714,231,1966
PLXND1,other,-0.0364723,31.7611,22.78,392,1407
PMAIP1,other,0.00206708,37.7548,22.0697,373,1660
PML,other,0.0035079,84.3616,27.0527,162,1085
PMM1,other,0.0140858,59.9363,19.7366,218,2292
PMM2,other,-0.00430757,57.3665,140.328,224,189
PMP22,other,0.0562287,51.4462,22.6842,248,1549
PMPCA,other,0.00560543,130.294,224.714,179,59
PMPCB,other,-0.0116534,83.4241,129.35,417,325
PMS1,other,-0.00537285,143.387,17.6424,98,1187
PMS2,other,0.0081159,96.3603,18.8691,139,2074
PMVK,other,0.0303819,67.8251,78.0369,203,899
PNISR,other,0.0010138,60.2345,618.784,314,10
PNKD,other,0.0565066,73.4276,60.398,199,3564
PNKP,other,0.0344944,36.9813,86.5641,373,173
PNMA1,other,-0.0118293,62.8352,26.4294,212,790
PNMT,other,-0.00592209,62.9729,22.5977,210,1147
PNN,other,0.0233809,178.369,453.462,86,33
PNO1,other,0.0352341,405.818,741.059,63,14
PNPLA2,other,0.0314777,55.6859,16.6341,222,2103
PNPLA4,other,-0.00687782,44.7835,17.8004,281,1813
PNPLA6,other,0.023,57.9301,29.6293,213,829
PNPLA8,other,-0.0099293,76.889,23.3507,163,1173
PNPO,other,0.00483528,133.959,16.963,106,2564
PNPT1,other,0.137402,162.689,81.01,153,591
PNRC1,other,0.0106624,39.4448,18.5343,337,3139
PNRC2,other,0.0161281,123.036,19.0328,101,3718
POC1A,other,-0.00386107,54.3237,28.9216,233,1488
POC1B,other,0.0181019,82.4205,36.3468,166,777
POC5,other,-0.00999043,82.3534,19.8343,152,2019
PODXL2,other,0.0152868,88.2434,24.4765,155,2181
POFUT1,other,0.0115879,112.824,35.1774,111,848
POFUT2,other,-0.0143112,60.4663,21.2949,230,1252
POGK,other,0.0033606,82.4642,37.1043,184,1298
POGLUT1,other,0.0374499,54.7058,19.8036,212,3328
POGLUT2,other,0.019302,426.911,19.6505,43,1383
POGLUT3,other,0.246693,188.557,102.514,165,738
POGZ,other,0.0219618,236.495,61.6785,71,503
POLA1,other,-0.0106422,77.0393,246.654,170,72
POLA2,other,-0.0602961,121.932,1248.31,138,13
POLB,other,0.00707007,179.971,20.6399,74,2941
POLDIP2,other,0.0168095,193.084,16.2975,80,3122
POLDIP3,other,0.0595916,107.604,74.2037,128,377
POLE2,other,0.0684458,88.8902,384.821,153,33
POLE3,other,-0.0132494,102.739,41.9826,131,756
POLE4,other,-0.00223291,116.613,31.6106,130,914
POLG,other,0.0644108,59.7533,53.6001,240,1339
POLG2,other,0.120085,57.8481,86.4867,327,464
POLH,other,0.018911,53.5888,15.1727,242,1579
POLK,other,0.0257327,49.3768,9.68028,260,7147
POLL,other,0.0195894,259.678,25.6054,94,2078
POLM,other,0.00361216,39.1069,18.2273,304,2806
POLQ,other,0.00384899,52.7515,19.138,240,1072
POLR1B,RNA pol I/III,0.0114627,449.897,352.081,108,36
POLR1E,RNA pol I/III,0.0958756,127.318,748.781,247,26
POLR2A,RNA pol II (POLR2),0.00950151,85.2334,378.631,231,43
POLR2B,RNA pol II (POLR2),-0.0056517,121.47,64.9169,180,435
POLR2D,RNA pol II (POLR2),-0.00665244,37.5231,346.383,336,23
POLR2E,RNA pol II (POLR2),0.00467855,36.1205,265.421,448,31
POLR2I,RNA pol II (POLR2),-0.0205048,184.417,358.25,110,29
POLR2J3,RNA pol II (POLR2),-0.0127117,61.5201,455.582,200,17
POLR2K,RNA pol II (POLR2),0.0411721,3625.17,116.227,20,302
POLR2L,RNA pol II (POLR2),0.0856615,182.617,112.383,77,193
POLR2M,RNA pol II (POLR2),0.118705,162.461,34.1408,111,2293
POLR3B,RNA pol I/III,0.0155121,136.848,153.403,130,109
POLR3C,RNA pol I/III,0.0175616,82.0471,346.661,214,29
POLR3E,RNA pol I/III,0.0072198,51.8569,120.979,367,103
POLR3F,RNA pol I/III,-0.0515729,84.5798,251.879,220,44
POLR3G,RNA pol I/III,0.0154761,78.6732,14.1884,161,2122
POLR3GL,RNA pol I/III,-0.0275567,85.7269,36.7744,167,688
POLR3H,RNA pol I/III,-0.0530648,52.0279,235.084,259,105
POLR3K,RNA pol I/III,-0.0063436,94.2715,299.574,172,19
POLRMT,other,0.177864,120.579,53.6525,308,683
POM121,other,-0.0101742,85.1089,29.5063,146,672
POM121C,other,0.0417059,193.884,23.4108,70,1003
POMGNT1,other,0.0422572,60.9861,44.2788,202,506
POMGNT2,other,-0.00562347,72.4903,34.5206,178,1573
POMP,other,0.00271098,707.915,243.523,29,62
POMT1,other,-0.0127957,58.8217,23.2141,214,1868
POMT2,other,0.0580746,50.8863,17.0163,270,2201
PON2,other,0.0189761,240.971,26.0671,65,735
POP4,other,0.0150816,198.574,301.88,149,63
POP7,other,-0.0184957,62.3192,400.214,364,38
POT1,other,0.0111736,1452.45,444.076,19,33
POU1F1,other,0.0497601,90.6486,24.8583,145,978
POU2AF1,other,0.0160834,237.333,38.9117,66,3930
POU2F1,other,0.0560128,54.6456,33.9423,241,515
POU2F2,other,0.0184154,55.4138,18.4674,251,3551
POU2F3,other,0.0182208,37.8642,16.1669,350,3739
POU3F1,other,-0.00169567,84.5279,22.0012,316,2524
POU3F2,other,0.0114516,132.842,19.2488,102,2417
POU3F3,other,0.0185707,81.5259,18.3549,163,1326
POU3F4,other,0.0259798,83.3197,16.94,157,2075
POU4F1,other,-0.0143382,48.7781,19.5146,252,1751
POU4F2,other,0.0269559,71.454,12.1702,180,3473
POU4F3,other,0.0130326,39.6019,16.635,332,1374
POU5F1,other,0.0168319,28.2413,25.7494,435,3821
POU5F1B,other,0.00255234,83.6573,43.2549,158,1128
POU5F2,other,-0.00708517,56.9297,20.4879,226,3936
POU6F1,other,0.00676901,220.432,35.9993,65,490
POU6F2,other,0.012417,81.7256,23.7485,164,906
PPA1,other,0.192251,192.889,487.767,199,36
PPA2,other,-0.000269169,88.8555,137.642,147,376
PPAN,other,0.0170055,311.965,179.179,75,199
PPARA,other,0.0334915,49.5431,15.7787,289,3871
PPARD,other,0.00737265,142.502,19.3139,90,1195
PPARG,other,0.029258,93.8448,13.5554,121,2630
PPARGC1B,other,0.0661305,46.0781,29.0241,340,745
PPAT,other,0.00633758,11363.1,100.142,12,267
PPCDC,other,0.0381675,27.5025,73.7943,492,1459
PPCS,other,0.109362,106.752,128.526,165,322
PPDPF,other,0.00576301,374.104,62.6629,40,3148
PPFIA1,other,0.000363693,54.3857,23.7728,252,1115
PPFIBP1,other,0.0338315,60.3112,27.9324,219,802
PPHLN1,other,0.0489969,91.3745,40.7719,172,1827
PPIA,other,0.0261659,44.5243,27.1147,297,1483
PPIB,other,0.0165115,66.5113,18.9926,189,1981
PPID,other,0.016582,42.3869,25.5125,282,1380
PPIE,other,0.0132495,303.56,155.75,64,468
PPIG,other,0.00163151,114.374,27.4449,112,812
PPIH,other,0.114957,112.433,37.7809,187,1064
PPIL1,other,0.0294525,263.624,64.8604,55,707
PPIL2,other,-0.0233279,47.6413,69.1119,310,896
PPIL3,other,0.00353937,44.4283,13.8055,273,2190
PPIL4,other,-0.00805762,237.213,406.883,79,25
PPIP5K1,other,0.0376471,23.788,21.5635,588,1346
PPM1A,other,0.0438604,455.435,23.0902,38,3306
PPM1B,other,0.0125632,64.3773,17.5785,201,1576
PPM1D,other,0.043328,208.68,38.88,78,1951
PPM1F,other,-0.00358684,69.0395,48.8217,181,3438
PPM1G,other,-0.0106078,47.0916,28.1051,269,1272
PPM1K,other,0.00687685,58.9543,30.9264,218,2436
PPM1N,other,0.0210389,71.1866,15.9385,183,2538
PPME1,other,-0.0204601,27.8326,20.5806,497,1590
PPOX,other,0.00691991,211.97,19.2421,68,2077
PPP1CA,other,-0.0162816,27.194,24.9846,546,1458
PPP1CB,other,0.0344717,52.042,27.2214,279,1513
PPP1CC,other,-0.00858728,57.806,20.9263,269,1219
PPP1R10,other,0.0132714,1564.01,81.7972,21,339
PPP1R11,other,0.15172,198.334,128.853,132,302
PPP1R12A,other,0.00220636,25.7931,21.8097,490,1759
PPP1R12B,other,-0.0381389,359.67,23.838,44,942
PPP1R12C,other,0.0710249,80.0201,40.6895,164,2597
PPP1R14A,other,0.00225241,44.8801,18.6229,278,1425
PPP1R14B,other,-0.049404,144.443,51.3517,85,469
PPP1R14C,other,0.000955368,69.3223,24.1403,193,1186
PPP1R15A,other,-0.0246894,148.714,32.3879,91,786
PPP1R15B,other,0.0855431,48.5467,53.7704,316,545
PPP1R16A,other,0.00927407,121.563,16.8387,101,2537
PPP1R16B,other,-0.00798659,73.1076,28.5354,171,3126
PPP1R18,other,-0.000573891,25.1434,73.0805,515,1165
PPP1R2,other,0.0338809,118.309,37.1152,119,2676
PPP1R35,other,0.00920946,96.8874,35.6865,133,519
PPP1R37,other,-0.0508062,130.145,20.0021,150,1754
PPP1R3D,other,0.0341008,86.8354,20.6759,166,1552
PPP1R3E,other,-0.00487123,24.2622,29.1567,577,1204
PPP1R7,other,0.0547638,65.2651,30.1044,192,1374
PPP1R8,other,0.100168,170.539,40.5208,114,426
PPP1R9B,other,-0.00263271,80.3007,23.4088,167,1178
PPP2CA,other,0.00507171,36.2514,807.796,471,10
PPP2CB,other,-0.0345972,72.5903,22.6348,259,939
PPP2R1A,other,0.0297963,17.4072,259.799,1061,101
PPP2R1B,other,0.00140049,464.536,23.8137,41,1087
PPP2R2A,other,0.00106422,202.309,26.4455,80,931
PPP2R2D,other,0.0272382,120.61,21.2077,98,1561
PPP2R3B,other,-0.0079518,57.3003,23.1923,233,1357
PPP2R3C,other,0.0444671,105.622,22.8073,137,1925
PPP2R5A,other,0.0101866,68.9579,16.7169,188,3473
PPP2R5C,other,0.00300893,268.531,40.0903,51,580
PPP2R5D,other,-0.015361,110.664,29.2296,112,2109
PPP2R5E,other,-0.0167508,96.31,17.2679,129,1171
PPP3CA,other,-0.0303677,112.039,27.2126,124,1114
PPP3CB,other,0.0183148,172.46,19.0254,85,1102
PPP3CC,other,0.0203508,64.1434,16.2651,195,2525
PPP3R1,other,0.0319523,91.9507,34.3503,143,2761
PPP4C,other,0.0407806,63.1722,66.2436,271,420
PPP4R1,other,0.0128219,309.494,24.247,50,1158
PPP4R2,other,0.0449439,53.202,32.5492,406,927
PPP5C,other,0.0407865,53.4145,28.3411,271,715
PPP6C,other,0.00830608,61.0805,43.5326,240,762
PPP6R1,other,-0.00265952,40.0658,20.7149,306,1421
PPP6R2,other,0.00451983,41.9086,48.7244,299,2305
PPP6R3,other,0.00918399,60.0776,22.7508,222,4200
PPRC1,other,-0.00433191,143.277,47.8782,262,952
PPT1,other,-0.032118,147.276,21.2121,86,2520
PPT2,other,0.0135844,197.576,16.9929,65,1525
PPTC7,other,0.0353293,39.6335,18.8303,304,1626
PRADC1,other,-0.0087727,50.7554,189.665,270,74
PRC1,other,0.0250366,32.8841,388.854,382,44
PRCC,other,0.0824321,60.2487,89.4339,261,307
PRCP,other,0.0484668,35.7755,28.3869,372,2013
PRDM1,other,-0.00380117,58.4327,46.9026,216,8421
PRDM12,other,0.0043855,84.3168,50.1914,149,4524
PRDM13,other,0.0174648,47.4241,18.3526,385,2523
PRDM14,other,-0.0179695,73.1363,18.7634,205,1209
PRDM15,other,0.047627,373.718,47.0591,47,1734
PRDM16,other,0.0268961,219.262,20.7837,76,1470
PRDM2,other,-0.00993692,91.7019,31.3758,143,564
PRDM4,other,0.0185709,125.613,30.3265,176,1111
PRDM5,other,0.0563797,48.4049,22.5286,312,2814
PRDM6,other,-0.0178912,97.7325,13.3026,130,3520
PRDM8,other,0.033024,57.638,25.3015,327,833
PRDM9,other,0.0222333,36.4738,13.5344,355,3713
PRDX1,other,0.00754762,69.5504,21.1085,176,1372
PRDX2,other,-0.00166086,102.112,19.4653,130,1153
PRDX4,other,0.00565582,203.977,63.6523,84,2678
PRDX5,other,0.0261243,67.9154,22.3451,182,1634
PRDX6,other,0.0186244,55.8301,19.216,228,2297
PREB,other,0.0112875,114.906,630.299,110,12
PRELID1,other,0.0500449,69.118,50.5756,263,502
PRELID2,other,-0.00482924,113.423,14.2012,111,2327
PREP,other,0.0481214,139.354,20.6018,103,2069
PREPL,other,0.00738016,110.654,18.524,112,1824
PRICKLE3,other,0.0297405,53.3209,23.4783,280,982
PRIM1,other,0.0198806,156.742,187.672,102,87
PRIM2,other,-0.0418152,393.195,454.697,65,21
PRIMPOL,other,0.0125365,75.5259,33.3035,171,568
PRKAA1,other,5.13453e-05,258.354,20.6253,55,1087
PRKAB1,other,0.0977689,32.3372,21.1322,409,1454
PRKAG1,other,0.00317035,144.574,17.831,92,2170
PRKAR1A,other,-0.0426678,92.6379,258.569,148,188
PRKAR1B,other,0.0203867,78.8863,135.148,188,161
PRKAR2A,other,0.0451817,72.0981,14.716,183,2460
PRKAR2B,other,0.0132642,43.9146,75.2102,296,253
PRKCA,other,-0.0838094,142.47,37.9093,153,2250
PRKCB,other,0.00220302,63.4225,23.0617,210,2954
PRKCI,other,-0.00463533,58.2327,17.3348,284,1543
PRKCQ,other,0.00110249,69.418,40.5716,187,572
PRKCSH,other,0.03907,63.946,28.1937,206,967
PRKD2,other,-0.0164435,35.6965,29.9495,365,2892
PRKD3,other,0.0138119,52.5954,18.6432,252,1567
PRKDC,other,0.0342266,599.56,85.7859,35,271
PRKRA,other,0.000324358,55.8547,34.299,269,1911
PRKRIP1,other,0.00327523,26.8028,57.9179,460,293
PRKX,other,0.00918463,69.5248,47.3128,193,645
PRMT3,other,0.0786303,73.4486,27.7924,211,1048
PRMT5,other,0.0840992,93.3798,314.429,199,51
PROP1,other,0.0232054,52.9431,17.6087,243,2495
PRORP,other,-0.00238534,645.368,25.0257,40,1302
PROSER1,other,0.0461777,73.9705,23.53,175,3145
PROX1,other,0.00244658,38.9582,22.9185,340,943
PROX2,other,0.0039395,85.9611,54.8236,149,2473
PRPF38A,spliceosome (SF3/SNRP/PRPF),-0.00992646,1053.72,113.841,26,389
PRPF38B,spliceosome (SF3/SNRP/PRPF),0.0748898,721.013,134.918,38,150
PRPF39,spliceosome (SF3/SNRP/PRPF),-0.0172677,231.858,25.4947,88,2115
PRPF4,spliceosome (SF3/SNRP/PRPF),0.0151009,1440.25,178.432,25,96
PRPF40A,spliceosome (SF3/SNRP/PRPF),-0.00702915,232.567,319.283,134,33
PRPF40B,spliceosome (SF3/SNRP/PRPF),-0.00350882,157.19,16.6956,86,1643
PRPF6,spliceosome (SF3/SNRP/PRPF),0.0159505,135.539,366.471,126,45
PRPS1,other,-0.0169212,191.942,23.5387,76,1298
PRPS2,other,0.0278112,68.2147,338.844,196,61
PRPSAP1,other,-0.0272238,66.3727,32.7518,186,3900
PRPSAP2,other,0.0446487,43.7293,21.7582,292,947
PRR11,other,0.00912997,86.7883,22.3247,144,1108
PRR12,other,0.0495008,88.1656,30.2327,158,5193
PRR13,other,0.00156097,82.1233,20.289,157,3064
PRR14,other,0.0125584,109.656,26.9583,131,1003
PRR14L,other,0.0416315,156.668,28.2601,89,1307
PRR3,other,0.00900959,41.3218,16.7062,282,1640
PRR4,other,0.0207269,160.192,19.5848,83,1122
PRR5,other,0.00578502,110.2,22.267,114,1938
PRR7,other,0.00749079,93.3299,23.594,142,2428
PRRC1,other,0.00877244,48.5721,11.135,268,2504
PRRC2A,other,0.183698,101.598,35.8257,185,1160
PRRC2B,other,0.00417602,89.0363,110.209,134,123
PRRC2C,other,0.068534,209.749,20.3195,81,1721
PRRX1,other,0.00619569,71.3771,41.6587,183,1591
PRRX2,other,0.00198232,42.5376,23.0959,279,872
PRSS21,other,0.0159933,109.797,54.3134,114,645
PRTFDC1,other,-0.0194953,74.092,18.2239,170,1243
PRUNE1,other,0.0249318,72.2062,43.9491,195,4846
PRXL2A,other,0.0203777,54.1478,17.3101,272,1815
PRXL2C,other,-0.00538116,111.532,25.5641,129,1196
PSAP,other,0.0255695,174.556,24.8097,74,2509
PSAT1,other,0.00497591,103.757,25.7717,122,2635
PSD4,other,0.00523992,121.668,27.7283,116,2183
PSEN1,other,0.0172499,103.791,17.1589,128,2429
PSEN2,other,0.0244884,90.2112,22.7634,151,1107
PSENEN,other,-0.00673906,102.471,28.1214,120,2296
PSIP1,other,0.0951861,62.963,63.9307,254,1276
PSMA3,proteasome (PSM),0.00289376,72.7792,220.385,202,60
PSMA4,proteasome (PSM),0.053361,93.8599,198.167,197,61
PSMA7,proteasome (PSM),0.00245315,246.435,132.875,63,101
PSMB10,proteasome (PSM),0.00278942,65.4908,17.4547,196,3526
PSMB2,proteasome (PSM),-0.0159188,285.861,204.573,59,54
PSMB4,proteasome (PSM),0.0175351,71.7478,48.1178,197,588
PSMB5,proteasome (PSM),0.0280605,68.3455,21.5208,205,1233
PSMB6,proteasome (PSM),0.0282319,80.8226,86.9026,189,193
PSMB7,proteasome (PSM),-0.0232705,84.548,100.778,266,174
PSMC1,proteasome (PSM),-0.0254002,155.392,252.543,140,49
PSMC3IP,proteasome (PSM),0.0181274,82.168,31.6627,144,675
PSMC5,proteasome (PSM),-0.00936182,1295.45,140.267,24,144
PSMD1,proteasome (PSM),0.0219644,71.2964,158.901,194,112
PSMD10,proteasome (PSM),0.0390831,76.4336,24.916,168,4450
PSMD14,proteasome (PSM),0.00161485,1664.03,371.95,23,50
PSMD4,proteasome (PSM),0.148859,200.143,537.528,218,31
PSMD5,proteasome (PSM),0.0184235,70.6831,21.1664,190,1453
PSMD6,proteasome (PSM),-0.0539363,131.026,195.221,200,250
PSMD9,proteasome (PSM),-0.0106767,65.5579,71.4103,198,2484
PSME1,proteasome (PSM),0.00453068,61.7483,28.2631,288,2448
PSME2,proteasome (PSM),0.030891,35.42,22.2815,372,1678
PSME3,proteasome (PSM),-0.0715691,328.585,59.4902,67,308
PSME4,proteasome (PSM),-0.01588,67.089,13.3366,196,3776
PSMF1,proteasome (PSM),-0.00936443,121.838,34.6706,120,4449
PSMG2,proteasome (PSM),0.00195869,33.7683,101.203,364,2430
PSMG4,proteasome (PSM),0.00890815,315.356,331.648,80,28
PSPC1,other,0.0294314,72.6658,26.5967,179,1688
PSPH,other,0.00145666,336.499,96.4737,57,798
PSRC1,other,0.0353834,75.136,22.9146,174,2209
PSTPIP2,other,0.00603678,44.8582,28.3285,290,799
PTAR1,other,0.0308113,78.4292,18.3103,182,1599
PTBP1,other,0.0561869,215.055,84.6202,71,340
PTBP2,other,0.0210799,101.263,38.4588,118,2232
PTBP3,other,0.0278684,39.1342,24.853,338,2257
PTCD1,other,0.0456151,103.615,46.096,194,485
PTCD2,other,0.0473941,83.4538,45.27,174,711
PTCD3,other,0.111278,159.235,2321.06,99,10
PTDSS1,other,0.0458571,432.076,43.821,43,662
PTDSS2,other,0.146467,49.5891,54.5143,277,720
PTEN,other,0.0115396,104.48,52.2061,222,4894
PTER,other,0.0348884,308.188,18.482,54,1736
PTF1A,other,-0.0367422,53.8235,27.9953,241,3015
PTGER3,other,0.0470031,46.3181,37.2719,308,634
PTGES2,other,-0.00246802,45.9153,19.9354,270,1514
PTGES3,other,0.023044,214.868,53.928,71,299
PTGFRN,other,0.0138153,53.2931,24.3337,228,2105
PTGR2,other,-0.011364,139.483,29.6882,188,1219
PTK2,other,0.0287728,41.8111,17.9947,302,3284
PTK2B,other,-0.0132851,59.872,10.4972,221,4945
PTMA,other,0.0545939,50.0099,64.498,346,1482
PTP4A1,other,0.0159612,42.6547,26.3219,349,2035
PTP4A2,other,0.0124278,287.802,53.3982,59,329
PTP4A3,other,0.0293025,34.6453,13.2426,360,2603
PTPA,other,0.0477235,57.6806,39.2106,232,1456
PTPMT1,other,0.0899978,66.0627,50.7442,271,479
PTPN1,other,0.0280021,229.366,102.596,371,331
PTPN11,other,0.0105499,127.803,20.6231,250,2900
PTPN12,other,0.00536299,48.7906,25.6782,252,1413
PTPN18,other,0.0109443,31.4564,19.343,427,3093
PTPN2,other,-0.00188366,57.5407,55.6385,261,774
PTPN23,other,0.0343244,38.5297,817.21,371,10
PTPN4,other,0.00240656,78.3069,18.834,177,1478
PTPN7,other,0.00296508,89.1647,16.31,154,2381
PTPN9,other,0.0100034,199.227,21.0357,78,3686
PTPRA,other,-0.0208,49.868,34.8782,260,1462
PTPRC,other,0.045737,132.164,109.754,109,1087
PTPRF,other,0.00686505,68.98,21.6059,185,1443
PTRH1,other,0.0190381,64.486,25.1564,191,754
PTRH2,other,-0.0122177,90.6682,40.6124,142,703
PTRHD1,other,-0.00530645,67.509,18.5617,203,2017
PTS,other,0.00669004,90.1032,12.4422,143,1612
PTTG1,other,0.0589397,1199.53,218.078,23,114
PTTG1IP,other,0.0232021,98.1099,22.7808,125,1935
PUF60,other,0.0186132,165.569,35.8314,100,560
PUM1,other,0.0883612,80.5242,27.8313,206,1671
PUM2,other,0.0370753,63.3595,20.2929,245,2413
PURA,other,0.0160538,37.5588,25.1177,321,995
PURB,other,0.0269582,55.2445,21.75,240,1372
PURG,other,0.00355943,102.317,67.8059,143,280
PUS1,other,0.0202548,64.2133,34.096,226,2374
PUS10,other,0.0119962,141.188,36.7833,104,530
PUS3,other,0.0167364,109.297,26.0637,128,1796
PUS7,other,0.00606673,1462.06,15.6987,21,2032
PUS7L,other,0.0181784,108.966,31.6266,118,1730
PUSL1,other,0.0183991,68.4888,22.0545,185,3204
PVR,other,-0.022219,67.9496,71.4888,191,9479
PWP1,other,0.0367321,215.167,311.056,72,46
PWP2,other,-0.0663992,550.73,36.6923,39,2003
PWWP2A,other,0.0455644,62.7816,24.7735,243,800
PWWP2B,other,-0.0148813,36.154,18.6544,351,1526
PXK,other,-0.000173139,46.4858,30.451,283,841
PXMP2,other,0.000659835,34.9633,101.743,408,606
