held_out,shape,target,pds_gen_base,pds_gen_cis,has_neighbour_5kb
k562,t19,PQBP1,1.0,1.0,False
k562,t19,PRDX3,0.8403292181069958,0.8403292181069958,False
k562,t19,PRKAB2,0.4962962962962963,0.4962962962962963,False
k562,t19,PRKACA,0.4551440329218107,0.4551440329218107,False
k562,t19,PRMT2,0.8646090534979424,0.8646090534979424,False
k562,t19,PRMT6,0.948559670781893,0.948559670781893,False
k562,t19,PRMT7,0.9584362139917696,0.9617283950617284,True
k562,t19,PRNP,0.9847736625514403,0.9847736625514403,False
k562,t19,PSKH1,0.6604938271604938,0.6604938271604938,False
k562,t19,PTMS,0.9720164609053499,0.9728395061728394,True
k562,t19,PTOV1,0.37448559670781895,0.37448559670781895,False
k562,t19,PYCR1,0.22880658436213994,0.22880658436213994,True
k562,t19,R3HCC1L,1.0,1.0,False
k562,t19,RAB5A,0.9230452674897118,0.9230452674897118,True
k562,t19,RABEP2,0.6728395061728395,0.6728395061728395,True
k562,t19,RBM18,1.0,1.0,True
k562,t19,RBM26,1.0,1.0,False
k562,t19,RBM4B,0.8600823045267489,0.8600823045267489,False
k562,t19,RBM5,1.0,1.0,False
k562,t19,RC3H2,0.8440329218106997,0.8440329218106997,False
k562,t19,REV1,0.18312757201646088,0.18312757201646088,False
k562,t19,RFK,0.8370370370370371,0.8370370370370371,False
k562,t19,RNF10,0.9995884773662552,1.0,True
k562,t19,RNF141,0.1477366255144033,0.1477366255144033,False
k562,t19,RNF2,0.9382716049382717,0.9382716049382717,False
k562,t19,RSRC1,0.9851851851851853,0.9851851851851853,True
k562,t19,S100A11,0.6415637860082305,0.6415637860082305,False
k562,t19,SAP30L,0.345679012345679,0.345679012345679,False
k562,t19,SCAF8,1.0,1.0,False
k562,t19,SFXN4,0.3625514403292181,0.3625514403292181,False
k562,t19,SH2D3A,0.2716049382716049,0.27119341563786004,True
